Date,5,3,2,1,0,total,위험자산비중
2022-08-11 00:00:00,0.00%,15.45%,15.24%,69.19%,0.12%,100.00%,0.00%
2022-08-12 00:00:00,0.00%,15.37%,15.25%,69.26%,0.12%,100.00%,0.00%
2022-08-16 00:00:00,0.00%,15.67%,15.39%,68.81%,0.12%,100.00%,0.00%
2022-08-17 00:00:00,0.00%,15.68%,15.45%,68.76%,0.12%,100.00%,0.00%
2022-08-18 00:00:00,0.00%,15.61%,15.34%,68.93%,0.12%,100.00%,0.00%
2022-08-19 00:00:00,0.00%,15.68%,15.34%,68.86%,0.12%,100.00%,0.00%
2022-08-22 00:00:00,0.00%,15.56%,15.19%,69.12%,0.12%,100.00%,0.00%
2022-08-23 00:00:00,0.00%,15.35%,14.98%,69.55%,0.12%,100.00%,0.00%
2022-08-24 00:00:00,0.00%,15.36%,14.98%,69.53%,0.12%,100.00%,0.00%
2022-08-25 00:00:00,0.00%,15.46%,15.16%,69.26%,0.12%,100.00%,0.00%
2022-08-26 00:00:00,0.00%,15.48%,15.20%,69.20%,0.12%,100.00%,0.00%
2022-08-29 00:00:00,0.00%,15.12%,14.77%,69.99%,0.13%,100.00%,0.00%
2022-08-30 00:00:00,0.00%,15.16%,14.81%,69.90%,0.12%,100.00%,0.00%
2022-08-31 00:00:00,0.00%,15.00%,14.98%,69.89%,0.13%,100.00%,0.00%
2022-09-01 00:00:00,0.00%,14.87%,14.76%,70.24%,0.13%,100.00%,0.00%
2022-09-02 00:00:00,0.00%,15.07%,14.82%,69.97%,0.13%,100.00%,0.00%
2022-09-05 00:00:00,0.00%,15.01%,14.72%,70.14%,0.13%,100.00%,0.00%
2022-09-06 00:00:00,0.00%,15.08%,14.75%,70.04%,0.13%,100.00%,0.00%
2022-09-07 00:00:00,0.00%,15.02%,14.64%,70.21%,0.13%,100.00%,0.00%
2022-09-08 00:00:00,0.00%,15.23%,14.85%,69.78%,0.13%,100.00%,0.00%
2022-09-13 00:00:00,0.00%,15.56%,15.21%,69.10%,0.13%,100.00%,0.00%
2022-09-14 00:00:00,0.00%,15.14%,14.73%,69.99%,0.13%,100.00%,0.00%
2022-09-15 00:00:00,0.00%,15.23%,14.75%,69.89%,0.13%,100.00%,0.00%
2022-09-16 00:00:00,0.00%,14.97%,14.56%,70.34%,0.13%,100.00%,0.00%
2022-09-19 00:00:00,0.00%,14.89%,14.52%,70.46%,0.13%,100.00%,0.00%
2022-09-20 00:00:00,0.00%,15.04%,14.66%,70.18%,0.13%,100.00%,0.00%
2022-09-21 00:00:00,0.00%,14.97%,14.50%,70.40%,0.13%,100.00%,0.00%
2022-09-22 00:00:00,0.00%,14.90%,14.30%,70.67%,0.13%,100.00%,0.00%
2022-09-23 00:00:00,0.00%,14.80%,14.24%,70.83%,0.13%,100.00%,0.00%
2022-09-26 00:00:00,0.00%,14.78%,14.00%,71.09%,0.13%,100.00%,0.00%
2022-09-27 00:00:00,0.00%,14.88%,14.06%,70.93%,0.13%,100.00%,0.00%
2022-09-28 00:00:00,0.00%,14.85%,13.86%,71.16%,0.13%,100.00%,0.00%
2022-09-29 00:00:00,0.00%,15.01%,14.03%,70.83%,0.13%,100.00%,0.00%
2022-09-30 00:00:00,0.00%,14.99%,14.98%,69.88%,0.16%,100.00%,0.00%
2022-10-04 00:00:00,0.00%,15.06%,15.16%,69.62%,0.16%,100.00%,0.00%
2022-10-05 00:00:00,0.00%,15.07%,15.36%,69.42%,0.16%,100.00%,0.00%
2022-10-06 00:00:00,0.00%,15.08%,15.41%,69.35%,0.16%,100.00%,0.00%
2022-10-07 00:00:00,0.00%,15.01%,15.21%,69.62%,0.16%,100.00%,0.00%
2022-10-11 00:00:00,0.00%,14.70%,14.84%,70.30%,0.16%,100.00%,0.00%
2022-10-12 00:00:00,0.00%,14.60%,14.89%,70.35%,0.16%,100.00%,0.00%
2022-10-13 00:00:00,0.00%,14.52%,14.78%,70.54%,0.16%,100.00%,0.00%
2022-10-14 00:00:00,0.00%,14.80%,15.14%,69.90%,0.16%,100.00%,0.00%
2022-10-17 00:00:00,0.00%,14.56%,14.91%,70.37%,0.16%,100.00%,0.00%
2022-10-18 00:00:00,0.00%,14.92%,15.27%,69.65%,0.16%,100.00%,0.00%
2022-10-19 00:00:00,0.00%,14.90%,15.26%,69.68%,0.16%,100.00%,0.00%
2022-10-20 00:00:00,0.00%,14.77%,15.12%,69.94%,0.16%,100.00%,0.00%
2022-10-21 00:00:00,0.00%,14.82%,15.03%,69.99%,0.16%,100.00%,0.00%
2022-10-24 00:00:00,0.00%,15.18%,15.31%,69.36%,0.16%,100.00%,0.00%
2022-10-25 00:00:00,0.00%,15.18%,15.45%,69.22%,0.16%,100.00%,0.00%
2022-10-26 00:00:00,0.00%,15.08%,15.51%,69.25%,0.16%,100.00%,0.00%
2022-10-27 00:00:00,0.00%,15.00%,15.61%,69.23%,0.16%,100.00%,0.00%
2022-10-28 00:00:00,0.00%,14.64%,15.44%,69.76%,0.16%,100.00%,0.00%
2022-10-31 00:00:00,21.00%,34.97%,13.97%,29.94%,0.11%,100.00%,21.00%
2022-11-01 00:00:00,21.01%,35.00%,13.96%,29.91%,0.11%,100.00%,21.01%
2022-11-02 00:00:00,20.99%,34.89%,13.92%,30.09%,0.11%,100.00%,20.99%
2022-11-03 00:00:00,20.98%,34.63%,13.76%,30.51%,0.12%,100.00%,20.98%
2022-11-04 00:00:00,21.01%,34.57%,13.68%,30.62%,0.12%,100.00%,21.01%
2022-11-07 00:00:00,21.16%,34.45%,13.77%,30.51%,0.12%,100.00%,21.16%
2022-11-08 00:00:00,21.48%,34.37%,13.79%,30.25%,0.12%,100.00%,21.48%
2022-11-09 00:00:00,21.40%,34.39%,13.84%,30.26%,0.12%,100.00%,21.40%
2022-11-10 00:00:00,21.29%,34.30%,13.72%,30.57%,0.12%,100.00%,21.29%
2022-11-11 00:00:00,21.79%,34.39%,14.06%,29.64%,0.11%,100.00%,21.79%
2022-11-14 00:00:00,21.55%,34.56%,14.05%,29.72%,0.11%,100.00%,21.55%
2022-11-15 00:00:00,22.06%,34.36%,13.95%,29.52%,0.11%,100.00%,22.06%
2022-11-16 00:00:00,21.93%,34.51%,13.99%,29.45%,0.11%,100.00%,21.93%
2022-11-17 00:00:00,21.78%,34.51%,13.98%,29.62%,0.11%,100.00%,21.78%
2022-11-18 00:00:00,21.65%,34.51%,13.95%,29.78%,0.11%,100.00%,21.65%
2022-11-21 00:00:00,21.25%,34.69%,14.05%,29.89%,0.11%,100.00%,21.25%
2022-11-22 00:00:00,21.11%,34.62%,14.11%,30.05%,0.11%,100.00%,21.11%
2022-11-23 00:00:00,21.41%,34.57%,14.15%,29.76%,0.11%,100.00%,21.41%
2022-11-24 00:00:00,21.65%,34.43%,14.17%,29.64%,0.11%,100.00%,21.65%
2022-11-25 00:00:00,21.45%,34.46%,14.23%,29.75%,0.11%,100.00%,21.45%
2022-11-28 00:00:00,21.13%,34.47%,14.24%,30.05%,0.11%,100.00%,21.13%
2022-11-29 00:00:00,21.48%,34.33%,14.12%,29.96%,0.11%,100.00%,21.48%
2022-11-30 00:00:00,21.00%,34.95%,14.00%,29.89%,0.16%,100.00%,21.00%
2022-12-01 00:00:00,21.12%,35.10%,14.20%,29.42%,0.16%,100.00%,21.12%
2022-12-02 00:00:00,20.84%,35.06%,14.26%,29.67%,0.16%,100.00%,20.84%
2022-12-05 00:00:00,20.99%,34.86%,14.26%,29.72%,0.16%,100.00%,20.99%
2022-12-06 00:00:00,20.75%,35.02%,14.13%,29.94%,0.16%,100.00%,20.75%
2022-12-07 00:00:00,20.79%,34.85%,14.03%,30.16%,0.17%,100.00%,20.79%
2022-12-08 00:00:00,20.85%,34.73%,14.02%,30.23%,0.17%,100.00%,20.85%
2022-12-09 00:00:00,20.96%,34.75%,14.08%,30.04%,0.16%,100.00%,20.96%
2022-12-12 00:00:00,20.82%,34.75%,14.02%,30.24%,0.17%,100.00%,20.82%
2022-12-13 00:00:00,20.78%,34.78%,14.18%,30.10%,0.16%,100.00%,20.78%
2022-12-14 00:00:00,21.05%,34.77%,14.18%,29.84%,0.16%,100.00%,21.05%
2022-12-15 00:00:00,20.84%,34.73%,14.17%,30.09%,0.16%,100.00%,20.84%
2022-12-16 00:00:00,20.86%,34.48%,13.99%,30.51%,0.17%,100.00%,20.86%
2022-12-19 00:00:00,20.96%,34.37%,13.89%,30.61%,0.17%,100.00%,20.96%
2022-12-20 00:00:00,20.86%,34.09%,13.84%,31.04%,0.17%,100.00%,20.86%
2022-12-21 00:00:00,20.87%,34.07%,13.97%,30.92%,0.17%,100.00%,20.87%
2022-12-22 00:00:00,21.17%,34.02%,14.01%,30.63%,0.17%,100.00%,21.17%
2022-12-23 00:00:00,20.70%,33.91%,14.03%,31.18%,0.17%,100.00%,20.70%
2022-12-26 00:00:00,21.00%,33.75%,14.05%,31.04%,0.17%,100.00%,21.00%
2022-12-27 00:00:00,21.19%,33.73%,14.05%,30.86%,0.17%,100.00%,21.19%
2022-12-28 00:00:00,20.87%,33.57%,14.11%,31.28%,0.17%,100.00%,20.87%
2022-12-29 00:00:00,20.70%,33.44%,14.08%,31.61%,0.17%,100.00%,20.70%
