Date,5,3,2,1,0,total,위험자산비중
2019-01-18 00:00:00,20.10%,36.26%,14.43%,29.08%,0.14%,100.00%,20.10%
2019-01-21 00:00:00,19.91%,36.40%,14.53%,29.03%,0.14%,100.00%,19.91%
2019-01-22 00:00:00,19.97%,36.28%,14.49%,29.13%,0.14%,100.00%,19.97%
2019-01-23 00:00:00,19.98%,36.23%,14.45%,29.21%,0.14%,100.00%,19.98%
2019-01-24 00:00:00,20.17%,36.27%,14.37%,29.05%,0.14%,100.00%,20.17%
2019-01-25 00:00:00,20.23%,36.45%,14.34%,28.85%,0.13%,100.00%,20.23%
2019-01-28 00:00:00,20.39%,36.30%,14.35%,28.83%,0.13%,100.00%,20.39%
2019-01-29 00:00:00,20.42%,36.17%,14.33%,28.94%,0.14%,100.00%,20.42%
2019-01-30 00:00:00,20.51%,36.26%,14.28%,28.82%,0.13%,100.00%,20.51%
2019-01-31 00:00:00,20.99%,34.97%,13.98%,29.88%,0.18%,100.00%,20.99%
2019-02-01 00:00:00,20.89%,35.11%,14.03%,29.79%,0.18%,100.00%,20.89%
2019-02-07 00:00:00,21.17%,35.17%,14.00%,29.49%,0.18%,100.00%,21.17%
2019-02-08 00:00:00,21.27%,34.86%,13.94%,29.75%,0.18%,100.00%,21.27%
2019-02-11 00:00:00,21.41%,34.89%,13.94%,29.58%,0.18%,100.00%,21.41%
2019-02-12 00:00:00,21.19%,35.07%,14.02%,29.54%,0.18%,100.00%,21.19%
2019-02-13 00:00:00,21.32%,35.09%,14.08%,29.32%,0.18%,100.00%,21.32%
2019-02-14 00:00:00,21.33%,35.18%,14.05%,29.26%,0.18%,100.00%,21.33%
2019-02-15 00:00:00,21.32%,35.06%,14.01%,29.43%,0.18%,100.00%,21.32%
2019-02-18 00:00:00,21.39%,35.07%,14.14%,29.22%,0.18%,100.00%,21.39%
2019-02-19 00:00:00,21.47%,35.05%,14.12%,29.19%,0.18%,100.00%,21.47%
2019-02-20 00:00:00,21.52%,35.11%,14.09%,29.10%,0.18%,100.00%,21.52%
2019-02-21 00:00:00,21.41%,35.12%,14.17%,29.13%,0.18%,100.00%,21.41%
2019-02-22 00:00:00,21.36%,35.11%,14.13%,29.22%,0.18%,100.00%,21.36%
2019-02-25 00:00:00,21.48%,35.15%,14.16%,29.04%,0.18%,100.00%,21.48%
2019-02-26 00:00:00,21.50%,35.01%,14.15%,29.16%,0.18%,100.00%,21.50%
2019-02-27 00:00:00,21.58%,35.08%,14.11%,29.05%,0.18%,100.00%,21.58%
2019-02-28 00:00:00,20.99%,34.97%,14.00%,29.97%,0.07%,100.00%,20.99%
2019-03-04 00:00:00,21.31%,34.94%,14.01%,29.66%,0.07%,100.00%,21.31%
2019-03-05 00:00:00,21.36%,34.87%,13.94%,29.76%,0.07%,100.00%,21.36%
2019-03-06 00:00:00,21.17%,34.95%,13.95%,29.86%,0.07%,100.00%,21.17%
2019-03-07 00:00:00,20.89%,35.03%,13.94%,30.07%,0.07%,100.00%,20.89%
2019-03-08 00:00:00,21.02%,34.78%,13.89%,30.24%,0.08%,100.00%,21.02%
2019-03-11 00:00:00,21.18%,34.74%,13.88%,30.12%,0.08%,100.00%,21.18%
2019-03-12 00:00:00,21.45%,34.84%,13.89%,29.75%,0.07%,100.00%,21.45%
2019-03-13 00:00:00,21.44%,34.81%,13.91%,29.76%,0.07%,100.00%,21.44%
2019-03-14 00:00:00,21.18%,34.99%,14.01%,29.74%,0.07%,100.00%,21.18%
2019-03-15 00:00:00,20.88%,35.31%,14.01%,29.72%,0.07%,100.00%,20.88%
2019-03-18 00:00:00,20.91%,35.30%,14.06%,29.65%,0.07%,100.00%,20.91%
2019-03-19 00:00:00,20.67%,35.36%,14.14%,29.76%,0.07%,100.00%,20.67%
2019-03-20 00:00:00,20.68%,35.40%,14.12%,29.72%,0.07%,100.00%,20.68%
2019-03-21 00:00:00,20.45%,35.63%,14.08%,29.77%,0.07%,100.00%,20.45%
2019-03-22 00:00:00,20.39%,35.77%,14.15%,29.61%,0.07%,100.00%,20.39%
2019-03-25 00:00:00,20.19%,35.56%,14.07%,30.10%,0.07%,100.00%,20.19%
2019-03-26 00:00:00,20.36%,35.51%,14.08%,29.97%,0.07%,100.00%,20.36%
2019-03-27 00:00:00,20.05%,35.70%,14.19%,29.98%,0.07%,100.00%,20.05%
2019-03-28 00:00:00,19.95%,35.65%,14.13%,30.18%,0.08%,100.00%,19.95%
2019-03-29 00:00:00,20.99%,34.96%,13.99%,29.93%,0.13%,100.00%,20.99%
2019-04-01 00:00:00,20.94%,35.13%,14.06%,29.75%,0.13%,100.00%,20.94%
2019-04-02 00:00:00,20.94%,35.12%,14.10%,29.72%,0.13%,100.00%,20.94%
2019-04-03 00:00:00,21.12%,35.25%,14.05%,29.46%,0.13%,100.00%,21.12%
2019-04-04 00:00:00,21.10%,35.29%,14.02%,29.47%,0.13%,100.00%,21.10%
2019-04-05 00:00:00,20.97%,35.34%,14.09%,29.47%,0.13%,100.00%,20.97%
2019-04-08 00:00:00,20.88%,35.43%,14.10%,29.46%,0.13%,100.00%,20.88%
2019-04-09 00:00:00,20.95%,35.44%,14.08%,29.40%,0.13%,100.00%,20.95%
2019-04-10 00:00:00,21.03%,35.40%,14.05%,29.40%,0.13%,100.00%,21.03%
2019-04-11 00:00:00,21.14%,35.36%,14.05%,29.32%,0.12%,100.00%,21.14%
2019-04-12 00:00:00,21.10%,35.39%,14.05%,29.33%,0.12%,100.00%,21.10%
2019-04-15 00:00:00,21.03%,35.45%,14.11%,29.28%,0.12%,100.00%,21.03%
2019-04-16 00:00:00,21.04%,35.47%,14.11%,29.25%,0.12%,100.00%,21.04%
2019-04-17 00:00:00,21.01%,35.54%,14.10%,29.22%,0.12%,100.00%,21.01%
2019-04-18 00:00:00,20.70%,35.57%,14.12%,29.49%,0.13%,100.00%,20.70%
2019-04-19 00:00:00,20.91%,35.52%,14.13%,29.32%,0.12%,100.00%,20.91%
2019-04-22 00:00:00,20.90%,35.59%,14.08%,29.30%,0.12%,100.00%,20.90%
2019-04-23 00:00:00,20.87%,35.63%,14.11%,29.27%,0.12%,100.00%,20.87%
2019-04-24 00:00:00,20.72%,35.73%,14.19%,29.24%,0.12%,100.00%,20.72%
2019-04-25 00:00:00,20.53%,35.95%,14.18%,29.22%,0.12%,100.00%,20.53%
2019-04-26 00:00:00,20.34%,36.04%,14.18%,29.32%,0.12%,100.00%,20.34%
2019-04-29 00:00:00,20.40%,35.97%,14.25%,29.26%,0.12%,100.00%,20.40%
2019-04-30 00:00:00,0.00%,34.98%,14.00%,29.96%,21.06%,100.00%,0.00%
2019-05-02 00:00:00,0.00%,34.96%,13.96%,30.00%,21.09%,100.00%,0.00%
2019-05-03 00:00:00,0.00%,34.90%,13.95%,30.03%,21.12%,100.00%,0.00%
2019-05-07 00:00:00,0.00%,34.79%,14.00%,30.07%,21.14%,100.00%,0.00%
2019-05-08 00:00:00,0.00%,34.61%,13.89%,30.24%,21.26%,100.00%,0.00%
2019-05-09 00:00:00,0.00%,34.38%,13.87%,30.39%,21.36%,100.00%,0.00%
2019-05-10 00:00:00,0.00%,34.39%,13.86%,30.39%,21.36%,100.00%,0.00%
2019-05-13 00:00:00,0.00%,34.27%,13.84%,30.47%,21.42%,100.00%,0.00%
2019-05-14 00:00:00,0.00%,34.07%,13.73%,30.65%,21.54%,100.00%,0.00%
2019-05-15 00:00:00,0.00%,34.26%,13.80%,30.50%,21.43%,100.00%,0.00%
2019-05-16 00:00:00,0.00%,34.22%,13.81%,30.53%,21.45%,100.00%,0.00%
2019-05-17 00:00:00,0.00%,34.30%,13.86%,30.45%,21.38%,100.00%,0.00%
2019-05-20 00:00:00,0.00%,34.31%,13.87%,30.44%,21.38%,100.00%,0.00%
2019-05-21 00:00:00,0.00%,34.16%,13.84%,30.54%,21.45%,100.00%,0.00%
2019-05-22 00:00:00,0.00%,34.18%,13.87%,30.52%,21.43%,100.00%,0.00%
2019-05-23 00:00:00,0.00%,34.03%,13.82%,30.64%,21.51%,100.00%,0.00%
2019-05-24 00:00:00,0.00%,33.92%,13.80%,30.72%,21.56%,100.00%,0.00%
2019-05-27 00:00:00,0.00%,33.81%,13.83%,30.76%,21.59%,100.00%,0.00%
2019-05-28 00:00:00,0.00%,33.88%,13.83%,30.73%,21.56%,100.00%,0.00%
2019-05-29 00:00:00,0.00%,33.71%,13.68%,30.92%,21.69%,100.00%,0.00%
2019-05-30 00:00:00,0.00%,33.74%,13.66%,30.91%,21.69%,100.00%,0.00%
2019-05-31 00:00:00,0.00%,34.99%,14.00%,29.94%,21.07%,100.00%,0.00%
2019-06-03 00:00:00,0.00%,34.92%,13.91%,30.04%,21.14%,100.00%,0.00%
2019-06-04 00:00:00,0.00%,34.68%,14.00%,30.13%,21.20%,100.00%,0.00%
2019-06-05 00:00:00,0.00%,34.94%,14.17%,29.88%,21.01%,100.00%,0.00%
2019-06-07 00:00:00,0.00%,35.00%,14.32%,29.76%,20.92%,100.00%,0.00%
2019-06-10 00:00:00,0.00%,35.51%,14.34%,29.44%,20.70%,100.00%,0.00%
2019-06-11 00:00:00,0.00%,35.55%,14.37%,29.40%,20.68%,100.00%,0.00%
2019-06-12 00:00:00,0.00%,35.49%,14.31%,29.48%,20.72%,100.00%,0.00%
2019-06-13 00:00:00,0.00%,35.39%,14.33%,29.53%,20.75%,100.00%,0.00%
2019-06-14 00:00:00,0.00%,35.46%,14.37%,29.47%,20.70%,100.00%,0.00%
2019-06-17 00:00:00,0.00%,35.53%,14.37%,29.43%,20.67%,100.00%,0.00%
2019-06-18 00:00:00,0.00%,35.60%,14.32%,29.41%,20.66%,100.00%,0.00%
2019-06-19 00:00:00,0.00%,35.76%,14.41%,29.27%,20.56%,100.00%,0.00%
2019-06-20 00:00:00,0.00%,35.79%,14.48%,29.22%,20.52%,100.00%,0.00%
2019-06-21 00:00:00,0.00%,35.65%,14.53%,29.27%,20.55%,100.00%,0.00%
2019-06-24 00:00:00,0.00%,35.74%,14.54%,29.21%,20.51%,100.00%,0.00%
2019-06-25 00:00:00,0.00%,35.64%,14.51%,29.29%,20.57%,100.00%,0.00%
2019-06-26 00:00:00,0.00%,35.52%,14.45%,29.39%,20.64%,100.00%,0.00%
2019-06-27 00:00:00,0.00%,35.76%,14.42%,29.26%,20.55%,100.00%,0.00%
2019-06-28 00:00:00,0.00%,34.95%,13.98%,29.82%,21.25%,100.00%,0.00%
2019-07-01 00:00:00,0.00%,35.17%,14.11%,29.62%,21.11%,100.00%,0.00%
2019-07-02 00:00:00,0.00%,35.22%,14.07%,29.61%,21.10%,100.00%,0.00%
2019-07-03 00:00:00,0.00%,35.12%,14.11%,29.65%,21.12%,100.00%,0.00%
2019-07-04 00:00:00,0.00%,35.26%,14.18%,29.53%,21.03%,100.00%,0.00%
2019-07-05 00:00:00,0.00%,35.32%,14.17%,29.50%,21.01%,100.00%,0.00%
2019-07-08 00:00:00,0.00%,35.09%,14.14%,29.65%,21.11%,100.00%,0.00%
2019-07-09 00:00:00,0.00%,35.01%,14.11%,29.72%,21.16%,100.00%,0.00%
2019-07-10 00:00:00,0.00%,35.19%,14.10%,29.62%,21.09%,100.00%,0.00%
2019-07-11 00:00:00,0.00%,35.30%,14.16%,29.52%,21.02%,100.00%,0.00%
2019-07-12 00:00:00,0.00%,35.40%,14.18%,29.45%,20.97%,100.00%,0.00%
2019-07-15 00:00:00,0.00%,35.45%,14.19%,29.42%,20.94%,100.00%,0.00%
2019-07-16 00:00:00,0.00%,35.51%,14.19%,29.39%,20.92%,100.00%,0.00%
2019-07-17 00:00:00,0.00%,35.39%,14.17%,29.47%,20.97%,100.00%,0.00%
2019-07-18 00:00:00,0.00%,35.25%,14.09%,29.61%,21.06%,100.00%,0.00%
2019-07-19 00:00:00,0.00%,35.40%,14.15%,29.48%,20.96%,100.00%,0.00%
2019-07-22 00:00:00,0.00%,35.30%,14.08%,29.59%,21.04%,100.00%,0.00%
2019-07-23 00:00:00,0.00%,35.46%,14.09%,29.49%,20.97%,100.00%,0.00%
2019-07-24 00:00:00,0.00%,35.41%,14.14%,29.48%,20.96%,100.00%,0.00%
2019-07-25 00:00:00,0.00%,35.48%,14.20%,29.42%,20.91%,100.00%,0.00%
2019-07-26 00:00:00,0.00%,35.50%,14.15%,29.43%,20.91%,100.00%,0.00%
2019-07-29 00:00:00,0.00%,35.39%,14.21%,29.47%,20.94%,100.00%,0.00%
2019-07-30 00:00:00,0.00%,35.39%,14.22%,29.46%,20.93%,100.00%,0.00%
2019-07-31 00:00:00,0.00%,34.99%,13.99%,29.95%,21.08%,100.00%,0.00%
2019-08-01 00:00:00,0.00%,34.90%,13.87%,30.07%,21.16%,100.00%,0.00%
2019-08-02 00:00:00,0.00%,34.76%,13.79%,30.20%,21.25%,100.00%,0.00%
2019-08-05 00:00:00,0.00%,34.57%,13.65%,30.41%,21.38%,100.00%,0.00%
2019-08-06 00:00:00,0.00%,34.24%,13.48%,30.71%,21.57%,100.00%,0.00%
2019-08-07 00:00:00,0.00%,34.22%,13.60%,30.65%,21.53%,100.00%,0.00%
2019-08-08 00:00:00,0.00%,34.38%,13.67%,30.52%,21.43%,100.00%,0.00%
2019-08-09 00:00:00,0.00%,34.54%,13.75%,30.37%,21.34%,100.00%,0.00%
2019-08-12 00:00:00,0.00%,34.63%,13.72%,30.34%,21.31%,100.00%,0.00%
2019-08-13 00:00:00,0.00%,34.46%,13.57%,30.53%,21.44%,100.00%,0.00%
2019-08-14 00:00:00,0.00%,34.61%,13.75%,30.34%,21.30%,100.00%,0.00%
2019-08-16 00:00:00,0.00%,34.38%,13.55%,30.60%,21.47%,100.00%,0.00%
2019-08-19 00:00:00,0.00%,34.57%,13.68%,30.41%,21.35%,100.00%,0.00%
2019-08-20 00:00:00,0.00%,34.68%,13.71%,30.33%,21.28%,100.00%,0.00%
2019-08-21 00:00:00,0.00%,34.63%,13.65%,30.39%,21.34%,100.00%,0.00%
2019-08-22 00:00:00,0.00%,34.59%,13.72%,30.37%,21.32%,100.00%,0.00%
2019-08-23 00:00:00,0.00%,34.69%,13.73%,30.30%,21.28%,100.00%,0.00%
2019-08-26 00:00:00,0.00%,34.20%,13.49%,30.74%,21.57%,100.00%,0.00%
2019-08-27 00:00:00,0.00%,34.38%,13.57%,30.58%,21.47%,100.00%,0.00%
2019-08-28 00:00:00,0.00%,34.52%,13.54%,30.51%,21.43%,100.00%,0.00%
2019-08-29 00:00:00,0.00%,34.46%,13.58%,30.52%,21.43%,100.00%,0.00%
2019-08-30 00:00:00,0.00%,34.95%,13.98%,29.88%,21.18%,100.00%,0.00%
2019-09-02 00:00:00,0.00%,34.91%,13.97%,29.91%,21.22%,100.00%,0.00%
2019-09-03 00:00:00,0.00%,34.91%,13.95%,29.92%,21.22%,100.00%,0.00%
2019-09-04 00:00:00,0.00%,35.05%,14.00%,29.81%,21.14%,100.00%,0.00%
2019-09-05 00:00:00,0.00%,35.20%,14.08%,29.67%,21.05%,100.00%,0.00%
2019-09-06 00:00:00,0.00%,35.24%,14.13%,29.61%,21.01%,100.00%,0.00%
2019-09-09 00:00:00,0.00%,35.29%,14.16%,29.57%,20.98%,100.00%,0.00%
2019-09-10 00:00:00,0.00%,35.28%,14.12%,29.60%,21.00%,100.00%,0.00%
2019-09-11 00:00:00,0.00%,35.32%,14.14%,29.57%,20.97%,100.00%,0.00%
2019-09-16 00:00:00,0.00%,35.29%,14.20%,29.54%,20.97%,100.00%,0.00%
2019-09-17 00:00:00,0.00%,35.28%,14.20%,29.54%,20.97%,100.00%,0.00%
2019-09-18 00:00:00,0.00%,35.45%,14.18%,29.46%,20.91%,100.00%,0.00%
2019-09-19 00:00:00,0.00%,35.53%,14.15%,29.43%,20.88%,100.00%,0.00%
2019-09-20 00:00:00,0.00%,35.59%,14.18%,29.38%,20.86%,100.00%,0.00%
2019-09-23 00:00:00,0.00%,35.61%,14.14%,29.39%,20.86%,100.00%,0.00%
2019-09-24 00:00:00,0.00%,35.63%,14.15%,29.37%,20.85%,100.00%,0.00%
2019-09-25 00:00:00,0.00%,35.37%,14.08%,29.57%,20.98%,100.00%,0.00%
2019-09-26 00:00:00,0.00%,35.48%,14.09%,29.50%,20.93%,100.00%,0.00%
2019-09-27 00:00:00,0.00%,35.33%,14.13%,29.56%,20.97%,100.00%,0.00%
2019-09-30 00:00:00,0.00%,34.97%,14.00%,29.85%,21.19%,100.00%,0.00%
2019-10-01 00:00:00,0.00%,35.11%,14.03%,29.74%,21.12%,100.00%,0.00%
2019-10-02 00:00:00,0.00%,34.93%,13.87%,29.94%,21.25%,100.00%,0.00%
2019-10-04 00:00:00,0.00%,34.74%,13.79%,30.11%,21.36%,100.00%,0.00%
2019-10-07 00:00:00,0.00%,34.84%,13.88%,30.00%,21.28%,100.00%,0.00%
2019-10-08 00:00:00,0.00%,35.01%,13.87%,29.91%,21.21%,100.00%,0.00%
2019-10-10 00:00:00,0.00%,34.90%,13.79%,30.02%,21.30%,100.00%,0.00%
2019-10-11 00:00:00,0.00%,34.98%,13.88%,29.92%,21.23%,100.00%,0.00%
2019-10-14 00:00:00,0.00%,35.07%,13.96%,29.81%,21.15%,100.00%,0.00%
2019-10-15 00:00:00,0.00%,35.18%,13.95%,29.76%,21.11%,100.00%,0.00%
2019-10-16 00:00:00,0.00%,35.30%,13.98%,29.66%,21.05%,100.00%,0.00%
2019-10-17 00:00:00,0.00%,35.24%,13.97%,29.70%,21.09%,100.00%,0.00%
2019-10-18 00:00:00,0.00%,35.13%,14.03%,29.73%,21.11%,100.00%,0.00%
2019-10-21 00:00:00,0.00%,35.04%,14.05%,29.77%,21.14%,100.00%,0.00%
2019-10-22 00:00:00,0.00%,35.22%,14.06%,29.66%,21.06%,100.00%,0.00%
2019-10-23 00:00:00,0.00%,35.04%,14.03%,29.78%,21.15%,100.00%,0.00%
2019-10-24 00:00:00,0.00%,35.12%,14.07%,29.71%,21.10%,100.00%,0.00%
2019-10-25 00:00:00,0.00%,35.28%,14.04%,29.63%,21.05%,100.00%,0.00%
2019-10-28 00:00:00,0.00%,35.34%,14.10%,29.55%,21.01%,100.00%,0.00%
2019-10-29 00:00:00,0.00%,35.38%,14.14%,29.51%,20.98%,100.00%,0.00%
2019-10-30 00:00:00,0.00%,35.21%,14.16%,29.59%,21.04%,100.00%,0.00%
2019-10-31 00:00:00,0.00%,29.99%,20.00%,49.85%,0.16%,100.00%,0.00%
2019-11-01 00:00:00,0.00%,30.13%,19.94%,49.77%,0.16%,100.00%,0.00%
2019-11-04 00:00:00,0.00%,30.24%,20.04%,49.57%,0.16%,100.00%,0.00%
2019-11-05 00:00:00,0.00%,30.30%,20.07%,49.46%,0.16%,100.00%,0.00%
2019-11-06 00:00:00,0.00%,30.29%,20.03%,49.52%,0.16%,100.00%,0.00%
2019-11-07 00:00:00,0.00%,30.28%,20.02%,49.54%,0.16%,100.00%,0.00%
2019-11-08 00:00:00,0.00%,30.20%,20.07%,49.57%,0.16%,100.00%,0.00%
2019-11-11 00:00:00,0.00%,30.26%,20.07%,49.52%,0.16%,100.00%,0.00%
2019-11-12 00:00:00,0.00%,30.38%,20.09%,49.38%,0.16%,100.00%,0.00%
2019-11-13 00:00:00,0.00%,30.32%,20.07%,49.45%,0.16%,100.00%,0.00%
2019-11-14 00:00:00,0.00%,30.43%,20.08%,49.33%,0.16%,100.00%,0.00%
2019-11-15 00:00:00,0.00%,30.51%,20.12%,49.21%,0.16%,100.00%,0.00%
2019-11-18 00:00:00,0.00%,30.48%,20.18%,49.18%,0.16%,100.00%,0.00%
2019-11-19 00:00:00,0.00%,30.54%,20.17%,49.13%,0.16%,100.00%,0.00%
2019-11-20 00:00:00,0.00%,30.47%,20.15%,49.22%,0.16%,100.00%,0.00%
2019-11-21 00:00:00,0.00%,30.41%,20.12%,49.32%,0.16%,100.00%,0.00%
2019-11-22 00:00:00,0.00%,30.45%,20.13%,49.26%,0.16%,100.00%,0.00%
2019-11-25 00:00:00,0.00%,30.51%,20.17%,49.16%,0.16%,100.00%,0.00%
2019-11-26 00:00:00,0.00%,30.60%,20.21%,49.04%,0.16%,100.00%,0.00%
2019-11-27 00:00:00,0.00%,30.62%,20.25%,48.97%,0.16%,100.00%,0.00%
2019-11-28 00:00:00,0.00%,30.67%,20.23%,48.94%,0.16%,100.00%,0.00%
2019-11-29 00:00:00,0.00%,29.98%,20.00%,49.88%,0.14%,100.00%,0.00%
2019-12-02 00:00:00,0.00%,30.04%,20.03%,49.78%,0.14%,100.00%,0.00%
2019-12-03 00:00:00,0.00%,29.91%,19.91%,50.04%,0.14%,100.00%,0.00%
2019-12-04 00:00:00,0.00%,29.92%,19.79%,50.14%,0.14%,100.00%,0.00%
2019-12-05 00:00:00,0.00%,29.87%,19.88%,50.11%,0.14%,100.00%,0.00%
2019-12-06 00:00:00,0.00%,30.00%,19.91%,49.95%,0.14%,100.00%,0.00%
2019-12-09 00:00:00,0.00%,30.06%,19.97%,49.83%,0.14%,100.00%,0.00%
2019-12-10 00:00:00,0.00%,30.12%,19.93%,49.81%,0.14%,100.00%,0.00%
2019-12-11 00:00:00,0.00%,30.15%,19.91%,49.80%,0.14%,100.00%,0.00%
2019-12-12 00:00:00,0.00%,30.24%,19.94%,49.68%,0.14%,100.00%,0.00%
2019-12-13 00:00:00,0.00%,30.30%,20.08%,49.49%,0.14%,100.00%,0.00%
2019-12-16 00:00:00,0.00%,30.31%,20.07%,49.48%,0.14%,100.00%,0.00%
2019-12-17 00:00:00,0.00%,30.40%,20.11%,49.35%,0.14%,100.00%,0.00%
2019-12-18 00:00:00,0.00%,30.42%,20.06%,49.38%,0.14%,100.00%,0.00%
2019-12-19 00:00:00,0.00%,30.40%,20.10%,49.36%,0.14%,100.00%,0.00%
2019-12-20 00:00:00,0.00%,30.44%,20.14%,49.29%,0.14%,100.00%,0.00%
2019-12-23 00:00:00,0.00%,30.50%,20.19%,49.17%,0.14%,100.00%,0.00%
2019-12-24 00:00:00,0.00%,30.47%,20.21%,49.18%,0.14%,100.00%,0.00%
2019-12-26 00:00:00,0.00%,30.50%,20.21%,49.15%,0.14%,100.00%,0.00%
2019-12-27 00:00:00,0.00%,30.78%,20.28%,48.80%,0.14%,100.00%,0.00%
2019-12-30 00:00:00,0.00%,29.97%,20.00%,49.92%,0.11%,100.00%,0.00%
2020-01-02 00:00:00,0.00%,29.89%,20.00%,50.00%,0.11%,100.00%,0.00%
2020-01-03 00:00:00,0.00%,30.03%,19.91%,49.95%,0.11%,100.00%,0.00%
2020-01-06 00:00:00,0.00%,29.94%,19.89%,50.06%,0.11%,100.00%,0.00%
2020-01-07 00:00:00,0.00%,30.11%,19.96%,49.82%,0.11%,100.00%,0.00%
2020-01-08 00:00:00,0.00%,30.08%,19.89%,49.93%,0.11%,100.00%,0.00%
2020-01-09 00:00:00,0.00%,30.19%,20.03%,49.67%,0.11%,100.00%,0.00%
2020-01-10 00:00:00,0.00%,30.39%,20.06%,49.45%,0.11%,100.00%,0.00%
2020-01-13 00:00:00,0.00%,30.40%,20.01%,49.49%,0.11%,100.00%,0.00%
2020-01-14 00:00:00,0.00%,30.49%,20.04%,49.36%,0.11%,100.00%,0.00%
2020-01-15 00:00:00,0.00%,30.41%,20.03%,49.46%,0.11%,100.00%,0.00%
2020-01-16 00:00:00,0.00%,30.54%,20.07%,49.28%,0.11%,100.00%,0.00%
2020-01-17 00:00:00,0.00%,30.62%,20.13%,49.14%,0.11%,100.00%,0.00%
2020-01-20 00:00:00,0.00%,30.72%,20.14%,49.03%,0.11%,100.00%,0.00%
2020-01-21 00:00:00,0.00%,30.69%,20.08%,49.12%,0.11%,100.00%,0.00%
2020-01-22 00:00:00,0.00%,30.88%,20.12%,48.89%,0.11%,100.00%,0.00%
2020-01-23 00:00:00,0.00%,30.78%,20.06%,49.05%,0.11%,100.00%,0.00%
2020-01-28 00:00:00,0.00%,30.44%,19.91%,49.54%,0.11%,100.00%,0.00%
2020-01-29 00:00:00,0.00%,30.67%,19.96%,49.26%,0.11%,100.00%,0.00%
2020-01-30 00:00:00,0.00%,30.53%,19.85%,49.51%,0.11%,100.00%,0.00%
2020-01-31 00:00:00,0.00%,29.97%,19.98%,49.87%,0.18%,100.00%,0.00%
2020-02-03 00:00:00,0.00%,30.04%,19.76%,50.02%,0.19%,100.00%,0.00%
2020-02-04 00:00:00,0.00%,30.22%,19.83%,49.77%,0.18%,100.00%,0.00%
2020-02-05 00:00:00,0.00%,30.44%,19.87%,49.51%,0.18%,100.00%,0.00%
2020-02-06 00:00:00,0.00%,30.58%,20.09%,49.15%,0.18%,100.00%,0.00%
2020-02-07 00:00:00,0.00%,30.61%,20.04%,49.17%,0.18%,100.00%,0.00%
2020-02-10 00:00:00,0.00%,30.58%,19.97%,49.26%,0.18%,100.00%,0.00%
2020-02-11 00:00:00,0.00%,30.75%,20.07%,49.00%,0.18%,100.00%,0.00%
2020-02-12 00:00:00,0.00%,30.75%,20.08%,48.99%,0.18%,100.00%,0.00%
2020-02-13 00:00:00,0.00%,30.80%,20.06%,48.96%,0.18%,100.00%,0.00%
2020-02-14 00:00:00,0.00%,30.86%,20.10%,48.85%,0.18%,100.00%,0.00%
2020-02-17 00:00:00,0.00%,30.96%,20.11%,48.75%,0.18%,100.00%,0.00%
2020-02-18 00:00:00,0.00%,30.79%,20.07%,48.96%,0.18%,100.00%,0.00%
2020-02-19 00:00:00,0.00%,30.93%,20.07%,48.82%,0.18%,100.00%,0.00%
2020-02-20 00:00:00,0.00%,31.05%,20.06%,48.71%,0.18%,100.00%,0.00%
2020-02-21 00:00:00,0.00%,30.89%,19.96%,48.97%,0.18%,100.00%,0.00%
2020-02-24 00:00:00,0.00%,30.35%,19.85%,49.61%,0.18%,100.00%,0.00%
2020-02-25 00:00:00,0.00%,30.35%,19.70%,49.76%,0.18%,100.00%,0.00%
2020-02-26 00:00:00,0.00%,30.02%,19.28%,50.51%,0.19%,100.00%,0.00%
2020-02-27 00:00:00,0.00%,29.85%,19.00%,50.96%,0.19%,100.00%,0.00%
2020-02-28 00:00:00,0.00%,29.98%,19.99%,49.90%,0.13%,100.00%,0.00%
2020-03-02 00:00:00,0.00%,30.10%,20.25%,49.52%,0.13%,100.00%,0.00%
2020-03-03 00:00:00,0.00%,30.51%,20.53%,48.82%,0.13%,100.00%,0.00%
2020-03-04 00:00:00,0.00%,30.43%,20.48%,48.96%,0.13%,100.00%,0.00%
2020-03-05 00:00:00,0.00%,30.54%,20.73%,48.60%,0.13%,100.00%,0.00%
2020-03-06 00:00:00,0.00%,30.26%,20.30%,49.31%,0.13%,100.00%,0.00%
2020-03-09 00:00:00,0.00%,29.60%,19.62%,50.65%,0.13%,100.00%,0.00%
2020-03-10 00:00:00,0.00%,29.78%,19.68%,50.40%,0.13%,100.00%,0.00%
2020-03-11 00:00:00,0.00%,29.50%,19.52%,50.85%,0.14%,100.00%,0.00%
2020-03-12 00:00:00,0.00%,28.90%,18.84%,52.12%,0.14%,100.00%,0.00%
2020-03-13 00:00:00,0.00%,28.55%,18.35%,52.96%,0.14%,100.00%,0.00%
2020-03-16 00:00:00,0.00%,28.51%,18.46%,52.89%,0.14%,100.00%,0.00%
2020-03-17 00:00:00,0.00%,28.39%,18.32%,53.15%,0.14%,100.00%,0.00%
2020-03-18 00:00:00,0.00%,27.74%,17.84%,54.27%,0.14%,100.00%,0.00%
2020-03-19 00:00:00,0.00%,27.74%,17.68%,54.44%,0.15%,100.00%,0.00%
2020-03-20 00:00:00,0.00%,28.39%,17.84%,53.62%,0.14%,100.00%,0.00%
2020-03-23 00:00:00,0.00%,27.53%,16.86%,55.46%,0.15%,100.00%,0.00%
2020-03-24 00:00:00,0.00%,28.75%,17.25%,53.86%,0.14%,100.00%,0.00%
